OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Sentiment,Text,Tokens,Filtered_Tokens,Lemmatized_Tokens,Cleaned_Text
ORD200572,2023-11-11,C27438,Printer,1,70.32,341 Main St,Cash,Returned,TRK69125497,4,WINTER15,Facebook,70.32,Negative,Printer Cash Facebook WINTER15,"['Printer', 'Cash', 'Facebook', 'WINTER15']","['Printer', 'Cash', 'Facebook', 'WINTER15']","['printer', 'cash', 'facebook', 'winter15']",printer cash facebook winter15
ORD200573,2023-01-25,C13205,Chair,5,421.42,522 Main St,Debit Card,Cancelled,TRK30686578,7,unknown,Instagram,2107.1,Negative,Chair Debit Card Instagram unknown,"['Chair', 'Debit', 'Card', 'Instagram', 'unknown']","['Chair', 'Debit', 'Card', 'Instagram', 'unknown']","['chair', 'debit', 'card', 'instagram', 'unknown']",chair debit card instagram unknown
ORD200575,2023-06-07,C74005,Chair,5,448.15,528 Main St,Gift Card,Returned,TRK61640534,7,SAVE10,Google,2240.75,Negative,Chair Gift Card Google SAVE10,"['Chair', 'Gift', 'Card', 'Google', 'SAVE10']","['Chair', 'Gift', 'Card', 'Google', 'SAVE10']","['chair', 'gift', 'card', 'google', 'save10']",chair gift card google save10
ORD200577,2023-01-22,C77046,Tablet,4,185.41,967 Main St,Online,Returned,TRK44401497,9,WINTER15,Google,741.64,Negative,Tablet Online Google WINTER15,"['Tablet', 'Online', 'Google', 'WINTER15']","['Tablet', 'Online', 'Google', 'WINTER15']","['tablet', 'online', 'google', 'winter15']",tablet online google winter15
ORD200578,2024-10-10,C50415,Monitor,5,566.07,587 Main St,Credit Card,Delivered,TRK41345634,6,SAVE10,Instagram,2830.35,Positive,Monitor Credit Card Instagram SAVE10,"['Monitor', 'Credit', 'Card', 'Instagram', 'SAVE10']","['Monitor', 'Credit', 'Card', 'Instagram', 'SAVE10']","['monitor', 'credit', 'card', 'instagram', 'save10']",monitor credit card instagram save10
ORD200579,2023-06-04,C73999,Tablet,2,187.88,413 Main St,Online,Shipped,TRK67919507,4,WINTER15,Facebook,375.76,Positive,Tablet Online Facebook WINTER15,"['Tablet', 'Online', 'Facebook', 'WINTER15']","['Tablet', 'Online', 'Facebook', 'WINTER15']","['tablet', 'online', 'facebook', 'winter15']",tablet online facebook winter15
ORD200580,2023-11-14,C71076,Monitor,2,255.99,340 Main St,Credit Card,Delivered,TRK65148292,4,SAVE10,Instagram,511.98,Positive,Monitor Credit Card Instagram SAVE10,"['Monitor', 'Credit', 'Card', 'Instagram', 'SAVE10']","['Monitor', 'Credit', 'Card', 'Instagram', 'SAVE10']","['monitor', 'credit', 'card', 'instagram', 'save10']",monitor credit card instagram save10
ORD200581,2024-11-11,C44674,Laptop,1,627.34,942 Main St,Online,Delivered,TRK87158684,1,unknown,Referral,627.34,Positive,Laptop Online Referral unknown,"['Laptop', 'Online', 'Referral', 'unknown']","['Laptop', 'Online', 'Referral', 'unknown']","['laptop', 'online', 'referral', 'unknown']",laptop online referral unknown
ORD200582,2024-02-19,C15228,Tablet,3,474.14,558 Main St,Gift Card,Shipped,TRK33860620,8,WINTER15,Google,1422.42,Positive,Tablet Gift Card Google WINTER15,"['Tablet', 'Gift', 'Card', 'Google', 'WINTER15']","['Tablet', 'Gift', 'Card', 'Google', 'WINTER15']","['tablet', 'gift', 'card', 'google', 'winter15']",tablet gift card google winter15
ORD200583,2025-06-15,C27072,Chair,3,154.37,996 Main St,Gift Card,Delivered,TRK29750379,4,unknown,Instagram,463.11,Positive,Chair Gift Card Instagram unknown,"['Chair', 'Gift', 'Card', 'Instagram', 'unknown']","['Chair', 'Gift', 'Card', 'Instagram', 'unknown']","['chair', 'gift', 'card', 'instagram', 'unknown']",chair gift card instagram unknown
ORD200584,2025-03-21,C15257,Chair,4,145.05,626 Main St,Online,Delivered,TRK28779938,6,SAVE10,Google,580.2,Positive,Chair Online Google SAVE10,"['Chair', 'Online', 'Google', 'SAVE10']","['Chair', 'Online', 'Google', 'SAVE10']","['chair', 'online', 'google', 'save10']",chair online google save10
ORD200585,2023-08-20,C91486,Tablet,4,67.08,907 Main St,Cash,Returned,TRK79617136,8,WINTER15,Google,268.32,Negative,Tablet Cash Google WINTER15,"['Tablet', 'Cash', 'Google', 'WINTER15']","['Tablet', 'Cash', 'Google', 'WINTER15']","['tablet', 'cash', 'google', 'winter15']",tablet cash google winter15
ORD200586,2024-11-10,C17389,Monitor,1,522.08,905 Main St,Gift Card,Returned,TRK98857880,5,FREESHIP,Referral,522.08,Negative,Monitor Gift Card Referral FREESHIP,"['Monitor', 'Gift', 'Card', 'Referral', 'FREESHIP']","['Monitor', 'Gift', 'Card', 'Referral', 'FREESHIP']","['monitor', 'gift', 'card', 'referral', 'freeship']",monitor gift card referral freeship
ORD200587,2023-06-12,C18820,Monitor,5,514.6,347 Main St,Gift Card,Delivered,TRK91547425,10,FREESHIP,Instagram,2573.0,Positive,Monitor Gift Card Instagram FREESHIP,"['Monitor', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['Monitor', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['monitor', 'gift', 'card', 'instagram', 'freeship']",monitor gift card instagram freeship
ORD200588,2024-12-10,C61849,Monitor,4,577.82,811 Main St,Credit Card,Delivered,TRK47613918,9,unknown,Google,2311.28,Positive,Monitor Credit Card Google unknown,"['Monitor', 'Credit', 'Card', 'Google', 'unknown']","['Monitor', 'Credit', 'Card', 'Google', 'unknown']","['monitor', 'credit', 'card', 'google', 'unknown']",monitor credit card google unknown
ORD200589,2025-02-10,C84041,Laptop,2,500.8,900 Main St,Cash,Delivered,TRK84920444,3,FREESHIP,Referral,1001.6,Positive,Laptop Cash Referral FREESHIP,"['Laptop', 'Cash', 'Referral', 'FREESHIP']","['Laptop', 'Cash', 'Referral', 'FREESHIP']","['laptop', 'cash', 'referral', 'freeship']",laptop cash referral freeship
ORD200590,2023-09-10,C55757,Printer,2,461.13,175 Main St,Gift Card,Returned,TRK27356242,4,unknown,Email,922.26,Negative,Printer Gift Card Email unknown,"['Printer', 'Gift', 'Card', 'Email', 'unknown']","['Printer', 'Gift', 'Card', 'Email', 'unknown']","['printer', 'gift', 'card', 'email', 'unknown']",printer gift card email unknown
ORD200591,2024-11-18,C18187,Laptop,1,605.28,470 Main St,Gift Card,Shipped,TRK50528185,3,FREESHIP,Referral,605.28,Positive,Laptop Gift Card Referral FREESHIP,"['Laptop', 'Gift', 'Card', 'Referral', 'FREESHIP']","['Laptop', 'Gift', 'Card', 'Referral', 'FREESHIP']","['laptop', 'gift', 'card', 'referral', 'freeship']",laptop gift card referral freeship
ORD200592,2024-04-23,C42306,Phone,3,204.27,938 Main St,Online,Returned,TRK15499648,4,unknown,Google,612.8100000000001,Negative,Phone Online Google unknown,"['Phone', 'Online', 'Google', 'unknown']","['Phone', 'Online', 'Google', 'unknown']","['phone', 'online', 'google', 'unknown']",phone online google unknown
ORD200593,2023-08-02,C51024,Monitor,1,489.8,636 Main St,Gift Card,Shipped,TRK31375086,4,FREESHIP,Facebook,489.8,Positive,Monitor Gift Card Facebook FREESHIP,"['Monitor', 'Gift', 'Card', 'Facebook', 'FREESHIP']","['Monitor', 'Gift', 'Card', 'Facebook', 'FREESHIP']","['monitor', 'gift', 'card', 'facebook', 'freeship']",monitor gift card facebook freeship
ORD200594,2024-02-21,C40140,Phone,5,72.64,598 Main St,Credit Card,Cancelled,TRK12671989,7,unknown,Email,363.2,Negative,Phone Credit Card Email unknown,"['Phone', 'Credit', 'Card', 'Email', 'unknown']","['Phone', 'Credit', 'Card', 'Email', 'unknown']","['phone', 'credit', 'card', 'email', 'unknown']",phone credit card email unknown
ORD200596,2023-06-12,C91805,Desk,3,606.41,653 Main St,Debit Card,Returned,TRK34504030,7,FREESHIP,Facebook,1819.23,Negative,Desk Debit Card Facebook FREESHIP,"['Desk', 'Debit', 'Card', 'Facebook', 'FREESHIP']","['Desk', 'Debit', 'Card', 'Facebook', 'FREESHIP']","['desk', 'debit', 'card', 'facebook', 'freeship']",desk debit card facebook freeship
ORD200597,2024-11-25,C40538,Desk,2,211.82,700 Main St,Gift Card,Cancelled,TRK29821356,4,WINTER15,Email,423.64,Negative,Desk Gift Card Email WINTER15,"['Desk', 'Gift', 'Card', 'Email', 'WINTER15']","['Desk', 'Gift', 'Card', 'Email', 'WINTER15']","['desk', 'gift', 'card', 'email', 'winter15']",desk gift card email winter15
ORD200599,2023-06-30,C28740,Chair,3,556.99,123 Main St,Online,Cancelled,TRK33642221,4,FREESHIP,Facebook,1670.97,Negative,Chair Online Facebook FREESHIP,"['Chair', 'Online', 'Facebook', 'FREESHIP']","['Chair', 'Online', 'Facebook', 'FREESHIP']","['chair', 'online', 'facebook', 'freeship']",chair online facebook freeship
ORD200600,2023-05-26,C87051,Printer,1,72.31,460 Main St,Gift Card,Cancelled,TRK82056333,1,FREESHIP,Facebook,72.31,Negative,Printer Gift Card Facebook FREESHIP,"['Printer', 'Gift', 'Card', 'Facebook', 'FREESHIP']","['Printer', 'Gift', 'Card', 'Facebook', 'FREESHIP']","['printer', 'gift', 'card', 'facebook', 'freeship']",printer gift card facebook freeship
ORD200601,2023-10-02,C12479,Monitor,5,24.82,529 Main St,Credit Card,Shipped,TRK73935314,10,unknown,Referral,124.1,Positive,Monitor Credit Card Referral unknown,"['Monitor', 'Credit', 'Card', 'Referral', 'unknown']","['Monitor', 'Credit', 'Card', 'Referral', 'unknown']","['monitor', 'credit', 'card', 'referral', 'unknown']",monitor credit card referral unknown
ORD200604,2025-06-22,C99214,Chair,3,32.62,252 Main St,Debit Card,Delivered,TRK81368481,6,unknown,Facebook,97.86,Positive,Chair Debit Card Facebook unknown,"['Chair', 'Debit', 'Card', 'Facebook', 'unknown']","['Chair', 'Debit', 'Card', 'Facebook', 'unknown']","['chair', 'debit', 'card', 'facebook', 'unknown']",chair debit card facebook unknown
ORD200605,2024-05-10,C49605,Monitor,2,228.91,892 Main St,Debit Card,Shipped,TRK95620066,4,SAVE10,Referral,457.82,Positive,Monitor Debit Card Referral SAVE10,"['Monitor', 'Debit', 'Card', 'Referral', 'SAVE10']","['Monitor', 'Debit', 'Card', 'Referral', 'SAVE10']","['monitor', 'debit', 'card', 'referral', 'save10']",monitor debit card referral save10
ORD200606,2024-11-06,C85018,Laptop,3,274.75,783 Main St,Cash,Cancelled,TRK54128886,3,SAVE10,Google,824.25,Negative,Laptop Cash Google SAVE10,"['Laptop', 'Cash', 'Google', 'SAVE10']","['Laptop', 'Cash', 'Google', 'SAVE10']","['laptop', 'cash', 'google', 'save10']",laptop cash google save10
ORD200607,2025-05-31,C96434,Printer,4,634.05,282 Main St,Cash,Shipped,TRK56730647,6,SAVE10,Google,2536.2,Positive,Printer Cash Google SAVE10,"['Printer', 'Cash', 'Google', 'SAVE10']","['Printer', 'Cash', 'Google', 'SAVE10']","['printer', 'cash', 'google', 'save10']",printer cash google save10
ORD200608,2024-07-24,C32956,Laptop,5,543.16,788 Main St,Online,Cancelled,TRK73140103,6,SAVE10,Instagram,2715.8,Negative,Laptop Online Instagram SAVE10,"['Laptop', 'Online', 'Instagram', 'SAVE10']","['Laptop', 'Online', 'Instagram', 'SAVE10']","['laptop', 'online', 'instagram', 'save10']",laptop online instagram save10
ORD200609,2025-01-27,C41137,Chair,3,449.13,809 Main St,Cash,Returned,TRK52732162,5,WINTER15,Referral,1347.39,Negative,Chair Cash Referral WINTER15,"['Chair', 'Cash', 'Referral', 'WINTER15']","['Chair', 'Cash', 'Referral', 'WINTER15']","['chair', 'cash', 'referral', 'winter15']",chair cash referral winter15
ORD200610,2024-06-16,C60361,Desk,5,389.62,623 Main St,Cash,Returned,TRK83566924,7,FREESHIP,Facebook,1948.1,Negative,Desk Cash Facebook FREESHIP,"['Desk', 'Cash', 'Facebook', 'FREESHIP']","['Desk', 'Cash', 'Facebook', 'FREESHIP']","['desk', 'cash', 'facebook', 'freeship']",desk cash facebook freeship
ORD200611,2023-04-21,C36688,Desk,1,305.17,700 Main St,Gift Card,Returned,TRK35720426,3,WINTER15,Referral,305.17,Negative,Desk Gift Card Referral WINTER15,"['Desk', 'Gift', 'Card', 'Referral', 'WINTER15']","['Desk', 'Gift', 'Card', 'Referral', 'WINTER15']","['desk', 'gift', 'card', 'referral', 'winter15']",desk gift card referral winter15
ORD200612,2023-06-02,C51811,Chair,3,445.12,339 Main St,Gift Card,Cancelled,TRK82377939,8,unknown,Google,1335.36,Negative,Chair Gift Card Google unknown,"['Chair', 'Gift', 'Card', 'Google', 'unknown']","['Chair', 'Gift', 'Card', 'Google', 'unknown']","['chair', 'gift', 'card', 'google', 'unknown']",chair gift card google unknown
ORD200613,2024-12-19,C62405,Laptop,2,230.36,154 Main St,Online,Returned,TRK14721763,4,WINTER15,Email,460.72,Negative,Laptop Online Email WINTER15,"['Laptop', 'Online', 'Email', 'WINTER15']","['Laptop', 'Online', 'Email', 'WINTER15']","['laptop', 'online', 'email', 'winter15']",laptop online email winter15
ORD200614,2024-03-08,C77363,Phone,1,96.81,807 Main St,Gift Card,Cancelled,TRK12439827,3,unknown,Referral,96.81,Negative,Phone Gift Card Referral unknown,"['Phone', 'Gift', 'Card', 'Referral', 'unknown']","['Phone', 'Gift', 'Card', 'Referral', 'unknown']","['phone', 'gift', 'card', 'referral', 'unknown']",phone gift card referral unknown
ORD200615,2025-03-07,C97218,Monitor,5,460.14,252 Main St,Credit Card,Returned,TRK52632065,10,WINTER15,Facebook,2300.7,Negative,Monitor Credit Card Facebook WINTER15,"['Monitor', 'Credit', 'Card', 'Facebook', 'WINTER15']","['Monitor', 'Credit', 'Card', 'Facebook', 'WINTER15']","['monitor', 'credit', 'card', 'facebook', 'winter15']",monitor credit card facebook winter15
ORD200616,2024-10-17,C43919,Tablet,3,601.6,984 Main St,Credit Card,Cancelled,TRK73113192,7,SAVE10,Facebook,1804.8,Negative,Tablet Credit Card Facebook SAVE10,"['Tablet', 'Credit', 'Card', 'Facebook', 'SAVE10']","['Tablet', 'Credit', 'Card', 'Facebook', 'SAVE10']","['tablet', 'credit', 'card', 'facebook', 'save10']",tablet credit card facebook save10
ORD200617,2024-02-08,C57093,Tablet,3,184.47,834 Main St,Online,Cancelled,TRK75469057,4,unknown,Referral,553.41,Negative,Tablet Online Referral unknown,"['Tablet', 'Online', 'Referral', 'unknown']","['Tablet', 'Online', 'Referral', 'unknown']","['tablet', 'online', 'referral', 'unknown']",tablet online referral unknown
ORD200618,2024-09-03,C50565,Tablet,1,411.34,399 Main St,Debit Card,Returned,TRK97981418,5,unknown,Instagram,411.34,Negative,Tablet Debit Card Instagram unknown,"['Tablet', 'Debit', 'Card', 'Instagram', 'unknown']","['Tablet', 'Debit', 'Card', 'Instagram', 'unknown']","['tablet', 'debit', 'card', 'instagram', 'unknown']",tablet debit card instagram unknown
ORD200620,2024-03-27,C84834,Tablet,3,136.34,866 Main St,Debit Card,Returned,TRK90136001,8,SAVE10,Referral,409.02,Negative,Tablet Debit Card Referral SAVE10,"['Tablet', 'Debit', 'Card', 'Referral', 'SAVE10']","['Tablet', 'Debit', 'Card', 'Referral', 'SAVE10']","['tablet', 'debit', 'card', 'referral', 'save10']",tablet debit card referral save10
ORD200621,2023-10-22,C37455,Phone,5,476.01,146 Main St,Credit Card,Delivered,TRK82685594,7,WINTER15,Google,2380.05,Positive,Phone Credit Card Google WINTER15,"['Phone', 'Credit', 'Card', 'Google', 'WINTER15']","['Phone', 'Credit', 'Card', 'Google', 'WINTER15']","['phone', 'credit', 'card', 'google', 'winter15']",phone credit card google winter15
ORD200622,2024-11-02,C27078,Desk,5,236.38,128 Main St,Credit Card,Returned,TRK89314307,7,unknown,Facebook,1181.9,Negative,Desk Credit Card Facebook unknown,"['Desk', 'Credit', 'Card', 'Facebook', 'unknown']","['Desk', 'Credit', 'Card', 'Facebook', 'unknown']","['desk', 'credit', 'card', 'facebook', 'unknown']",desk credit card facebook unknown
ORD200623,2023-06-16,C91941,Printer,3,396.0,269 Main St,Gift Card,Cancelled,TRK21330732,4,FREESHIP,Instagram,1188.0,Negative,Printer Gift Card Instagram FREESHIP,"['Printer', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['Printer', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['printer', 'gift', 'card', 'instagram', 'freeship']",printer gift card instagram freeship
ORD200624,2024-01-16,C25967,Tablet,5,341.96,747 Main St,Debit Card,Delivered,TRK88559278,6,unknown,Email,1709.8,Positive,Tablet Debit Card Email unknown,"['Tablet', 'Debit', 'Card', 'Email', 'unknown']","['Tablet', 'Debit', 'Card', 'Email', 'unknown']","['tablet', 'debit', 'card', 'email', 'unknown']",tablet debit card email unknown
ORD200626,2024-03-01,C45671,Tablet,2,657.48,769 Main St,Online,Shipped,TRK18179773,5,SAVE10,Referral,1314.96,Positive,Tablet Online Referral SAVE10,"['Tablet', 'Online', 'Referral', 'SAVE10']","['Tablet', 'Online', 'Referral', 'SAVE10']","['tablet', 'online', 'referral', 'save10']",tablet online referral save10
ORD200627,2023-08-06,C53334,Chair,3,498.68,879 Main St,Online,Returned,TRK31724421,4,FREESHIP,Email,1496.04,Negative,Chair Online Email FREESHIP,"['Chair', 'Online', 'Email', 'FREESHIP']","['Chair', 'Online', 'Email', 'FREESHIP']","['chair', 'online', 'email', 'freeship']",chair online email freeship
ORD200630,2023-06-23,C51481,Monitor,5,248.84,140 Main St,Debit Card,Cancelled,TRK33437701,10,unknown,Instagram,1244.2,Negative,Monitor Debit Card Instagram unknown,"['Monitor', 'Debit', 'Card', 'Instagram', 'unknown']","['Monitor', 'Debit', 'Card', 'Instagram', 'unknown']","['monitor', 'debit', 'card', 'instagram', 'unknown']",monitor debit card instagram unknown
ORD200631,2024-08-31,C99128,Chair,3,46.11,360 Main St,Gift Card,Returned,TRK32426808,5,WINTER15,Referral,138.33,Negative,Chair Gift Card Referral WINTER15,"['Chair', 'Gift', 'Card', 'Referral', 'WINTER15']","['Chair', 'Gift', 'Card', 'Referral', 'WINTER15']","['chair', 'gift', 'card', 'referral', 'winter15']",chair gift card referral winter15
ORD200632,2023-05-02,C67260,Laptop,5,678.16,463 Main St,Gift Card,Delivered,TRK38229104,7,WINTER15,Facebook,3390.8,Positive,Laptop Gift Card Facebook WINTER15,"['Laptop', 'Gift', 'Card', 'Facebook', 'WINTER15']","['Laptop', 'Gift', 'Card', 'Facebook', 'WINTER15']","['laptop', 'gift', 'card', 'facebook', 'winter15']",laptop gift card facebook winter15
ORD200633,2024-04-10,C79533,Laptop,5,601.72,921 Main St,Gift Card,Cancelled,TRK54711422,5,WINTER15,Instagram,3008.6,Negative,Laptop Gift Card Instagram WINTER15,"['Laptop', 'Gift', 'Card', 'Instagram', 'WINTER15']","['Laptop', 'Gift', 'Card', 'Instagram', 'WINTER15']","['laptop', 'gift', 'card', 'instagram', 'winter15']",laptop gift card instagram winter15
ORD200634,2024-04-25,C66906,Printer,2,259.32,117 Main St,Gift Card,Delivered,TRK31633755,2,WINTER15,Referral,518.64,Positive,Printer Gift Card Referral WINTER15,"['Printer', 'Gift', 'Card', 'Referral', 'WINTER15']","['Printer', 'Gift', 'Card', 'Referral', 'WINTER15']","['printer', 'gift', 'card', 'referral', 'winter15']",printer gift card referral winter15
ORD200635,2023-12-13,C12818,Chair,3,63.68,434 Main St,Cash,Returned,TRK40879983,6,unknown,Facebook,191.04,Negative,Chair Cash Facebook unknown,"['Chair', 'Cash', 'Facebook', 'unknown']","['Chair', 'Cash', 'Facebook', 'unknown']","['chair', 'cash', 'facebook', 'unknown']",chair cash facebook unknown
ORD200636,2023-10-05,C60384,Laptop,4,371.07,336 Main St,Cash,Cancelled,TRK92080037,7,WINTER15,Facebook,1484.28,Negative,Laptop Cash Facebook WINTER15,"['Laptop', 'Cash', 'Facebook', 'WINTER15']","['Laptop', 'Cash', 'Facebook', 'WINTER15']","['laptop', 'cash', 'facebook', 'winter15']",laptop cash facebook winter15
ORD200637,2024-09-29,C92294,Chair,4,306.35,784 Main St,Gift Card,Shipped,TRK23585765,7,WINTER15,Referral,1225.4,Positive,Chair Gift Card Referral WINTER15,"['Chair', 'Gift', 'Card', 'Referral', 'WINTER15']","['Chair', 'Gift', 'Card', 'Referral', 'WINTER15']","['chair', 'gift', 'card', 'referral', 'winter15']",chair gift card referral winter15
ORD200638,2023-10-15,C66840,Tablet,4,578.27,547 Main St,Online,Delivered,TRK76929637,9,WINTER15,Email,2313.08,Positive,Tablet Online Email WINTER15,"['Tablet', 'Online', 'Email', 'WINTER15']","['Tablet', 'Online', 'Email', 'WINTER15']","['tablet', 'online', 'email', 'winter15']",tablet online email winter15
ORD200639,2023-01-20,C22534,Chair,1,529.19,391 Main St,Cash,Cancelled,TRK17415798,5,unknown,Referral,529.19,Negative,Chair Cash Referral unknown,"['Chair', 'Cash', 'Referral', 'unknown']","['Chair', 'Cash', 'Referral', 'unknown']","['chair', 'cash', 'referral', 'unknown']",chair cash referral unknown
ORD200640,2024-02-27,C46509,Chair,2,587.49,647 Main St,Gift Card,Returned,TRK24241664,6,SAVE10,Referral,1174.98,Negative,Chair Gift Card Referral SAVE10,"['Chair', 'Gift', 'Card', 'Referral', 'SAVE10']","['Chair', 'Gift', 'Card', 'Referral', 'SAVE10']","['chair', 'gift', 'card', 'referral', 'save10']",chair gift card referral save10
ORD200642,2024-04-29,C15063,Chair,5,85.22,527 Main St,Credit Card,Cancelled,TRK10329390,7,FREESHIP,Email,426.1,Negative,Chair Credit Card Email FREESHIP,"['Chair', 'Credit', 'Card', 'Email', 'FREESHIP']","['Chair', 'Credit', 'Card', 'Email', 'FREESHIP']","['chair', 'credit', 'card', 'email', 'freeship']",chair credit card email freeship
ORD200643,2024-08-26,C77122,Laptop,1,438.37,647 Main St,Cash,Cancelled,TRK75814880,4,SAVE10,Referral,438.37,Negative,Laptop Cash Referral SAVE10,"['Laptop', 'Cash', 'Referral', 'SAVE10']","['Laptop', 'Cash', 'Referral', 'SAVE10']","['laptop', 'cash', 'referral', 'save10']",laptop cash referral save10
ORD200644,2023-11-15,C86524,Chair,2,366.23,961 Main St,Cash,Shipped,TRK62490506,2,WINTER15,Email,732.46,Positive,Chair Cash Email WINTER15,"['Chair', 'Cash', 'Email', 'WINTER15']","['Chair', 'Cash', 'Email', 'WINTER15']","['chair', 'cash', 'email', 'winter15']",chair cash email winter15
ORD200645,2023-01-02,C82990,Laptop,2,150.05,727 Main St,Credit Card,Cancelled,TRK68574801,4,SAVE10,Facebook,300.1,Negative,Laptop Credit Card Facebook SAVE10,"['Laptop', 'Credit', 'Card', 'Facebook', 'SAVE10']","['Laptop', 'Credit', 'Card', 'Facebook', 'SAVE10']","['laptop', 'credit', 'card', 'facebook', 'save10']",laptop credit card facebook save10
ORD200646,2023-10-27,C98761,Chair,4,498.51,804 Main St,Debit Card,Shipped,TRK43262630,4,SAVE10,Google,1994.04,Positive,Chair Debit Card Google SAVE10,"['Chair', 'Debit', 'Card', 'Google', 'SAVE10']","['Chair', 'Debit', 'Card', 'Google', 'SAVE10']","['chair', 'debit', 'card', 'google', 'save10']",chair debit card google save10
ORD200647,2025-04-24,C54409,Desk,3,339.39,667 Main St,Cash,Returned,TRK67671316,7,FREESHIP,Google,1018.17,Negative,Desk Cash Google FREESHIP,"['Desk', 'Cash', 'Google', 'FREESHIP']","['Desk', 'Cash', 'Google', 'FREESHIP']","['desk', 'cash', 'google', 'freeship']",desk cash google freeship
ORD200648,2025-01-18,C89674,Monitor,2,575.83,182 Main St,Online,Delivered,TRK45902512,3,WINTER15,Referral,1151.66,Positive,Monitor Online Referral WINTER15,"['Monitor', 'Online', 'Referral', 'WINTER15']","['Monitor', 'Online', 'Referral', 'WINTER15']","['monitor', 'online', 'referral', 'winter15']",monitor online referral winter15
ORD200649,2023-12-23,C45899,Monitor,2,642.98,153 Main St,Debit Card,Returned,TRK32932093,7,FREESHIP,Email,1285.96,Negative,Monitor Debit Card Email FREESHIP,"['Monitor', 'Debit', 'Card', 'Email', 'FREESHIP']","['Monitor', 'Debit', 'Card', 'Email', 'FREESHIP']","['monitor', 'debit', 'card', 'email', 'freeship']",monitor debit card email freeship
ORD200650,2023-05-18,C74499,Desk,2,372.23,518 Main St,Gift Card,Delivered,TRK93767278,7,SAVE10,Email,744.46,Positive,Desk Gift Card Email SAVE10,"['Desk', 'Gift', 'Card', 'Email', 'SAVE10']","['Desk', 'Gift', 'Card', 'Email', 'SAVE10']","['desk', 'gift', 'card', 'email', 'save10']",desk gift card email save10
ORD200652,2024-06-05,C71473,Chair,5,341.84,328 Main St,Online,Shipped,TRK94857335,8,FREESHIP,Instagram,1709.2,Positive,Chair Online Instagram FREESHIP,"['Chair', 'Online', 'Instagram', 'FREESHIP']","['Chair', 'Online', 'Instagram', 'FREESHIP']","['chair', 'online', 'instagram', 'freeship']",chair online instagram freeship
ORD200653,2024-02-25,C59338,Printer,3,690.3,747 Main St,Credit Card,Shipped,TRK12902764,6,WINTER15,Google,2070.9,Positive,Printer Credit Card Google WINTER15,"['Printer', 'Credit', 'Card', 'Google', 'WINTER15']","['Printer', 'Credit', 'Card', 'Google', 'WINTER15']","['printer', 'credit', 'card', 'google', 'winter15']",printer credit card google winter15
ORD200654,2023-06-12,C62661,Tablet,3,382.37,863 Main St,Debit Card,Returned,TRK25748100,8,unknown,Instagram,1147.11,Negative,Tablet Debit Card Instagram unknown,"['Tablet', 'Debit', 'Card', 'Instagram', 'unknown']","['Tablet', 'Debit', 'Card', 'Instagram', 'unknown']","['tablet', 'debit', 'card', 'instagram', 'unknown']",tablet debit card instagram unknown
ORD200655,2023-03-14,C22101,Chair,2,132.6,262 Main St,Debit Card,Cancelled,TRK70711522,4,WINTER15,Email,265.2,Negative,Chair Debit Card Email WINTER15,"['Chair', 'Debit', 'Card', 'Email', 'WINTER15']","['Chair', 'Debit', 'Card', 'Email', 'WINTER15']","['chair', 'debit', 'card', 'email', 'winter15']",chair debit card email winter15
ORD200656,2024-01-18,C51404,Monitor,2,189.06,835 Main St,Gift Card,Shipped,TRK85682500,7,SAVE10,Facebook,378.12,Positive,Monitor Gift Card Facebook SAVE10,"['Monitor', 'Gift', 'Card', 'Facebook', 'SAVE10']","['Monitor', 'Gift', 'Card', 'Facebook', 'SAVE10']","['monitor', 'gift', 'card', 'facebook', 'save10']",monitor gift card facebook save10
ORD200657,2023-12-24,C19384,Tablet,4,87.79,532 Main St,Cash,Cancelled,TRK33207064,6,FREESHIP,Instagram,351.16,Negative,Tablet Cash Instagram FREESHIP,"['Tablet', 'Cash', 'Instagram', 'FREESHIP']","['Tablet', 'Cash', 'Instagram', 'FREESHIP']","['tablet', 'cash', 'instagram', 'freeship']",tablet cash instagram freeship
ORD200658,2025-04-18,C86864,Printer,2,46.36,670 Main St,Gift Card,Returned,TRK15323191,4,SAVE10,Google,92.72,Negative,Printer Gift Card Google SAVE10,"['Printer', 'Gift', 'Card', 'Google', 'SAVE10']","['Printer', 'Gift', 'Card', 'Google', 'SAVE10']","['printer', 'gift', 'card', 'google', 'save10']",printer gift card google save10
ORD200659,2024-10-26,C24301,Phone,2,642.04,964 Main St,Gift Card,Delivered,TRK55000075,4,WINTER15,Email,1284.08,Positive,Phone Gift Card Email WINTER15,"['Phone', 'Gift', 'Card', 'Email', 'WINTER15']","['Phone', 'Gift', 'Card', 'Email', 'WINTER15']","['phone', 'gift', 'card', 'email', 'winter15']",phone gift card email winter15
